txn_id,amount,balance,reference,counterparty,status
29,18042.2,1970144.2800000003,525d4344-69f5-4f65-bc02-6d197a2148df,Om Sai Traders Ltd,matched
30,21359.18,1991503.4600000002,acc1aa93-23fa-445f-b579-b478c5a49981,Apex Solutions LLP,matched
31,25536.38,2017039.84,aeec8c37-c369-41f3-a0e3-ace55979ade1,Apex Tech Ltd,matched
32,45840.64,2062880.48,f4928d8a-198c-4eba-b206-406c7924cb70,Shree Enterprises LLP,matched
33,19690.66,2043189.82,0d16cc7f-727c-4060-9570-141c79fe6179,Green Traders Pvt Ltd,matched
34,53321.84,2096511.6600000001,43cf9213-27be-4455-92f8-725844053290,Shree Solutions Ltd,matched
35,40687.58,2055824.08,ab465ab1-b996-41ee-bc0e-47348c6e3e1f,Om Sai Logistics Ltd,matched
36,24780.0,2031044.08,2d9a2329-9a70-4f03-9120-ae0d7163f67f,Green Traders Pvt Ltd,matched
38,8608.1,2039652.1800000002,788d2892-864c-40d3-91e1-8add2ab6582a,BlueStar Traders Pvt Ltd,matched
39,30220.98,2009431.2000000002,735794e9-a8c1-4326-8ee7-c7b8e97d8b56,Green Traders Ltd,matched
40,56642.36,1952788.84,55b17d27-bf45-4f22-8427-ff309afd0f40,Shree Logistics LLP,matched
41,42667.62,1995456.4600000002,95f8ab12-9f11-4d31-ab40-ee859e6ba23c,Shree Solutions Pvt Ltd,matched
42,21706.1,2017162.5600000003,a673f130-4239-498c-8d15-7224c6f32bf7,BlueStar Traders Ltd,matched
43,48689.16,2065851.7200000002,804365b5-eb3a-4abb-9d44-55a75fdc9dd0,Shree Logistics Pvt Ltd,matched
44,43660.0,2109511.72,05430131-7e0b-4212-9a30-1f9638693ff4,BlueStar Solutions Pvt Ltd,matched
45,16201.4,2125713.12,96d5f139-457c-46b0-8559-55a56291bb85,BlueStar Traders LTD,matched
46,59058.34380792495,2184771.463807925,092f6ef3-0d27-44b8-8c65-22879b7041ec,Om Sai Logistics Pvt LTD,matched
48,53100.0,2131671.463807925,170f7155-1c2b-43cb-89d8-dcc2ffae71ba,Om Sai Logistics Pvt Ltd,matched
49,47175.22,2084496.2438079251,6745779d-96e2-45dc-b96a-119d979d7cb8,Global Tech Pvt Ltd,matched
50,37889.8,2046606.443807925,5d7079cf-9d24-43bd-ab71-49b8b53e2655,Green Enterprises Ltd,matched
51,240467.74,1806138.703807925,04691728-37af-4daa-ad9c-22cc100c9597,Green Logistics Ltd,partial
52,52386.1,1858524.8038079252,3b9b6c74-ce8f-46ff-b761-f3f295e94f1f,BlueStar Logistics Ltd,matched
53,27803.16,1830721.6438079253,605d38de-6283-4f78-a2fb-4376ba1bd01b,Global Tech LLP,matched
54,16999.08,1847720.7238079254,4ea40810-a974-4d84-934a-0d0c3d7faa2d,Green Logistics Ltd,matched
55,7549.64,1855270.3638079253,cee0d27a-2515-4aaa-94b4-aa35d2f81b0a,Apex Traders LLP,matched
56,27038.52,1828231.8438079252,60e6331c-dd93-49f8-a70b-10f8833e9fb2,Om Sai Traders Ltd,matched
57,5407.9400000000005,1833639.7838079252,86cac42e-3b6f-42e4-ab9c-9573d1eaf5b1,BlueStar Solutions Pvt Ltd,matched
58,7366.74,1826273.0438079252,d3f0964d-49e3-4fb5-8451-e4a380982f4a,Om Sai Logistics Pvt Ltd,matched
59,10780.48,1815492.5638079252,d924c010-6d83-48b7-b589-ca3ff1b65e50,Om Sai Tech Pvt Ltd,matched
60,24924.336291030853,1840416.900098956,c0a7f93c-a283-4098-9b5f-2095d36c493f,Green Tech Ltd,matched
61,32523.16,1872940.0600989559,5051dcff-dd51-4486-86aa-3a4df612a5af,Apex Enterprises Ltd,matched
62,30069.86,1842870.2000989558,2a51e5cc-203f-4f3a-be45-a94c5f90e6f2,BlueStar Traders Pvt Ltd,partial
63,43047.58,1885917.7800989558,183bab2d-61d7-446b-bb73-f07be39e290e,Om Sai Logistics Pvt LTD,matched
64,20060.0,1905977.7800989558,91a23171-e2e3-4d10-ace0-75f9bfb9539a,Green Logistics Ltd,matched
65,4546.54,1901431.2400989558,619a490d-53a9-4157-9012-ba04782aa5bb,Shree Solutions Pvt Ltd,matched
66,52671.66,1848759.580098956,981d20ee-8ee4-4e8b-9b3a-07d2189bf970,Apex Logistics LLP,matched
67,34825.34,1813934.2400989558,e0590b26-f0ff-43ef-96a9-53e2488a44e5,Apex Logistics LLP,matched
68,7042.729029694536,1820976.9691286504,d9bc1083-1d8a-4b14-adcf-114ae25acab7,Green Enterprises LTD,matched
69,29812.7,1791164.2691286504,870649bd-4b0f-4f61-a2a7-e6c182d9f45a,Global Tech LLP,matched
70,29220.34,1761943.9291286503,678330d3-1343-427c-85e1-cdbe2b797290,Green Enterprises Pvt Ltd,matched
71,29747.8,1732196.1291286503,115c9701-c1a4-4c43-a647-b1d13e7d84dc,Shree Solutions Pvt Ltd,matched
73,16581.36,1748777.4891286504,80631492-48df-429c-b0ec-17a5304fcf7f,Apex Tech Ltd,matched
76,58697.92,1690079.5691286505,bce9e7c7-e550-45d6-94e4-ac14498416cd,Om Sai Traders Ltd,matched
77,510167.1,2200246.6691286503,dbd33ab9-4a4f-48f1-a059-c69d7660cf73,Green Logistics Ltd,matched
78,49836.12,2250082.7891286504,784e828e-381a-463a-a270-deb96d270685,Shree Solutions Pvt Ltd,matched
79,19730.78,2230352.0091286507,6bc7974d-8343-481d-9868-38526a6727cf,Green Solutions Pvt Ltd,matched
80,20104.84,2250456.8491286505,e7aacf0e-988d-4080-9d13-c1bc3d22c157,Global Solutions Pvt Ltd,matched
81,9440.0,2241016.8491286505,3bf68838-97f1-42b1-bbaf-5f8d2cb7abff,Green Enterprises Ltd,matched
83,52381.38,2188635.4691286506,092c1f35-4fb2-4c53-8a2d-e1a98f349022,Om Sai Logistics Pvt LTD,matched
84,52615.020000000004,2241250.4891286506,4db34be4-ddb9-45dd-aa5c-7504531505b6,Global Solutions LLP,matched
85,29500.0,2211750.4891286506,3d462cf4-aa7c-4b34-a3db-ab8a817afe88,Apex Enterprises Ltd,matched
87,5076.36,2206674.1291286508,2932d073-a8c2-4fae-9b2e-78288fbbab70,Shree Solutions Pvt Ltd,matched
89,51766.6,2154907.5291286507,bbacb919-f49a-4664-a4f2-572e473fc20d,Om Sai Logistics Pvt Ltd,matched
91,20904.88,2134002.649128651,89da7a0f-629e-467a-9235-b4c104fce51b,Green Traders Ltd,matched
93,47200.0,2181202.649128651,cc7d85b8-a188-411c-8808-4e7c40f506b9,Green Enterprises LTD,matched
94,436727.81420806935,2617930.46333672,42f9f31c-52be-4d32-a565-ee960ef8b1ec,Green Logistics Pvt Ltd,matched
95,37243.16,2580687.30333672,13c77e71-4ad0-4de1-8b56-34ea324c3e06,Shree Logistics LLP,matched
96,38940.0,2541747.30333672,18aae20e-2f57-4a54-98d7-71f8fab7efc8,Green Logistics Pvt Ltd,matched
98,53160.18,2488587.12333672,9b628020-dbf8-4a90-bbfc-770afdb0eb12,Apex Solutions LLP,matched
99,18653.44,2507240.5633367198,6bacdbf6-0db6-4e57-b9ad-5986c96f307a,BlueStar Solutions Pvt Ltd,matched
100,56235.26,2563475.8233367195,f4760086-401b-4917-8bb3-634eb930fd9c,Om Sai Tech Ltd,matched
101,41369.62,2522106.2033367194,27205cbc-1172-4c5a-a78f-f0e9ddd8195d,Apex Traders Ltd,matched
102,15330.56,2506775.6433367194,6707abe4-23bb-402c-aaf9-6a0200b98b7f,Om Sai Traders Pvt Ltd,matched
103,8831.68754398419,2515607.3308807034,8c7798f9-8e14-4c7d-935c-9ba337162440,Green Tech LLP,matched
104,55625.2,2459982.130880703,7fc62787-4128-46c5-b9d9-0d7a719866cd,Shree Logistics Pvt Ltd,matched
105,14549.4,2445432.7308807033,d7309f0f-608e-4fb4-8bfb-6bdeaeea971c,Shree Logistics Ltd,matched
106,45853.62,2399579.110880703,c1ab1f63-558a-4dc3-92e3-c2e44df61b98,Green Traders Pvt Ltd,matched
107,19920.760000000002,2419499.870880703,624f9ccf-9117-4e12-9429-dfadaf26710b,Om Sai Logistics Pvt Ltd,matched
108,332601.88,2752101.750880703,e2714b32-7197-4046-b97b-323c439b0434,BlueStar Logistics Ltd,matched
110,131472.06,2620629.690880703,d14f8157-fe66-48db-8aff-42c59fb550a9,Om Sai Traders Ltd,matched
111,50804.9,2569824.790880703,5871e1a3-acd5-4c9f-9fc9-15ebf68fd615,Om Sai Logistics LTD,matched
112,24913.34,2544911.450880703,a5bd193b-02bd-40bc-b49c-8274e2482a38,Global Enterprises Ltd,matched
113,57490.78,2487420.6708807033,90b3e8a1-d55c-42b4-882d-9c4f5b0e51b0,Global Logistics Ltd,matched
114,6497.08,2493917.7508807033,c30328a2-ee19-41c6-a008-836d4fc9a0a7,Om Sai Traders Ltd,matched
116,6375.54,2487542.2108807033,fece044f-a14a-4d73-9e6e-7d781c055cdf,Green Logistics LLP,matched
117,23293.2,2510835.4108807035,0b3a3398-9784-4917-9f35-553ce6e20cc2,BlueStar Tech Pvt Ltd,matched
118,54363.78,2565199.1908807033,be7fb609-e7e6-45ea-ab17-55db98611dd5,Apex Logistics LLP,matched
119,17960.78,2547238.4108807035,6b9b8796-8484-4f57-945e-e8f31e66252c,Apex Traders LLP,matched
121,20443.34,2526795.0708807036,6dd8ad04-8bc1-4bfd-ad3e-3bafa13eff35,Apex Logistics LLP,partial
122,53780.86,2580575.9308807035,c8a4b07c-c4e5-44b9-9b26-da57a556815d,Shree Traders Ltd,matched
123,40308.8,2620884.7308807033,064bb959-c501-413b-9bee-897373ac6fa5,Green Solutions Pvt Ltd,matched
124,40702.92,2661587.6508807032,61fb8ea8-3c49-436f-ab2f-b7f60c30d329,Green Traders Ltd,matched
125,444308.94,2217278.7108807033,7c901498-ee7b-4dc3-b8ba-9c1fae01fc7c,BlueStar Traders Pvt Ltd,matched
126,36057.26,2181221.4508807035,6f3becf1-d485-4505-b2c9-2f5c1b6ab865,Om Sai Traders LLP,matched
127,40925.94,2140295.5108807036,a2bc8d7d-2987-451f-8500-bfb29bd83e47,Global Tech LLP,matched
128,22388.14,2117907.3708807034,c0b69e5c-0cb2-4771-8410-5ce9dcf314b5,Om Sai Logistics Ltd,matched
129,40064.54,2077842.8308807034,b6373a29-84d0-41aa-8d88-ff7c2bc3c8f8,Green Logistics Pvt Ltd,matched
130,44469.479999999996,2122312.3108807034,13f9faff-08d2-44f3-9af2-efc4dcbdb8cd,Global Tech Pvt Ltd,matched
131,8188.02,2114124.2908807034,7e42b79f-902a-4db0-930b-042475b77959,Om Sai Logistics LLP,matched
134,52956.04,2167080.3308807034,3fcca760-2bc6-4373-8f1e-499278c657a9,Om Sai Logistics Ltd,matched
135,25433.72,2141646.610880703,4660ca29-8118-4faf-a52d-6aae85e127e1,Green Enterprises Ltd,matched
136,14998.98,2126647.630880703,3b5395e2-27cc-4365-95af-9e81ce930855,Om Sai Logistics Pvt Ltd,matched
138,3574.2200000000003,2123073.410880703,8224d9d0-8f1e-4ffa-8b4a-6a83bdfc5799,BlueStar Traders LTD,matched
139,46488.46,2169561.870880703,716fe918-8c6a-4c9c-a4f3-b878ab071f84,Apex Traders Ltd,matched
140,59000.0,2228561.870880703,2274d616-0229-4ad9-bb19-d55da9e83b5d,BlueStar Tech Pvt Ltd,matched
141,49560.0,2179001.870880703,d084e1e7-3d07-4b86-a007-76e631bbc6a4,Green Solutions Pvt Ltd,matched
142,32446.46,2211448.330880703,f115a5d1-79a8-4be2-998a-9ee0b62afb0a,Om Sai Logistics LTD,matched
143,39855.68,2171592.650880703,b3e1a8c2-11a0-4bb3-82e0-cd76a59b3a51,Om Sai Logistics Pvt Ltd,matched
144,330471.98,2502064.6308807028,b8c7e06f-0f3b-41f5-9174-60bdfcbfcdbf,Apex Tech Ltd,matched
145,7754.96,2509819.5908807027,e4ee0bf4-00fc-47d0-a732-d84c5adfed0d,Shree Logistics Pvt Ltd,matched
146,38334.66,2548154.250880703,7e9ce293-d6a8-4d7c-aa07-40e93f4c2ca8,Green Logistics LLP,matched
147,13737.939598944131,2561892.190479647,d37f1399-a493-4c85-8481-1c1988ef78e3,Green Enterprises LTD,matched
148,57999.36,2503892.830479647,aa3ceac2-fa88-4019-90f3-9d3088c511dc,Green Enterprises Pvt Ltd,matched
149,17290.54,2486602.290479647,23763bfd-3f55-4f2c-bedf-ca26c75c942a,Shree Logistics Ltd,matched
150,13389.46,2473212.830479647,6c1effd6-7713-4499-86d8-e491545afedd,Om Sai Logistics Pvt Ltd,matched
151,30031.0,2443181.830479647,4674a5d6-80bc-41cf-a8bd-852fe5e463ef,Om Sai Traders Ltd,matched
152,20060.0,2463241.830479647,32ec8463-b2df-4d10-b795-5901c0c60d79,Green Solutions Pvt Ltd,matched
153,29736.0,2492977.830479647,436b5399-872a-4ee2-a3d0-3ae8e42884f5,BlueStar Solutions Ltd,matched
155,25220.14,2518197.970479647,244cc27d-ee34-4ea6-9c31-afc9b32b3227,Apex Traders LLP,matched
156,24244.28,2542442.250479647,24d1250d-c57e-4e66-9856-8f5568fb9929,Apex Enterprises Ltd,matched
157,33044.85719485402,2575487.107674501,d3cd5323-6a45-47d9-a702-5461c8d6718b,Apex Tech Ltd,matched
158,15036.74,2560450.3676745007,57e04335-435e-43e2-9ae1-430707eb430f,Apex Solutions Pvt Ltd,matched
159,53100.0,2507350.3676745007,f4a6ca27-82f2-4625-b500-b383b8a6a535,Shree Logistics LLP,matched
160,14041.5,2521391.8676745007,4ba3fa3d-1b33-4c0c-af42-52b652577d2e,Om Sai Logistics LTD,partial
161,32717.86,2554109.7276745006,14d9c634-3344-4639-b26c-c0cdd4c3f847,Shree Traders Ltd,matched
162,18530.72,2572640.4476745008,a6f75b06-95d1-4191-be85-def495b16760,Shree Logistics LLP,matched
163,57247.7,2629888.147674501,61c72da0-68ed-4f5c-81d8-af69ba209bce,Shree Logistics LLP,matched
164,53100.0,2576788.147674501,8837a81d-f278-470e-9904-c27848ce0430,BlueStar Enterprises LLP,matched
165,47200.0,2623988.147674501,0d323909-7fe4-4cac-bc33-b5d0c5d6bdb4,BlueStar Traders LTD,matched
166,52059.24,2676047.387674501,524ae362-2e6e-4278-ac2b-ea183f61fa5e,BlueStar Traders Pvt Ltd,matched
167,52512.6416954592,2728560.0293699605,91e426c1-cf25-40e9-8e75-3298f427645a,BlueStar Tech Pvt Ltd,partial
168,18957.88,2747517.9093699604,3e3f6aaf-048f-497b-972b-c01da2c8e284,Green Logistics Ltd,matched
169,9391.619999999999,2756909.5293699605,7560de7d-6d59-44f5-a352-b6c1c2a530ec,BlueStar Enterprises LLP,matched
170,57040.020000000004,2699869.5093699605,df43f8af-113b-4ab6-8130-d62f846a3dc8,Shree Logistics LLP,matched
171,17657.52,2682211.9893699605,90392c90-55ef-46da-824f-b59d6c992afb,Om Sai Logistics LTD,matched
173,10339.16,2671872.8293699604,ac5d3f0f-2301-4963-8315-d6a79273e017,Om Sai Traders LLP,matched
174,15734.119999999999,2687606.9493699605,6a15cf95-5722-4570-90e1-bc95499d83f6,Green Tech Ltd,matched
175,53100.0,2740706.9493699605,01558f6d-f71b-4699-a213-9d388e598047,BlueStar Traders LLP,matched
176,41245.72,2781952.6693699607,80da08e7-329a-443d-806a-d589e1baf202,Shree Solutions Pvt Ltd,matched
177,18880.0,2763072.6693699607,13e42481-5f31-4e38-84eb-388aa0bff632,Green Tech Ltd,matched
178,56250.6,2706822.0693699606,6c8789c3-d532-452d-abcb-d48d6d9d69ca,Global Solutions Pvt Ltd,matched
180,13382.380000000001,2720204.4493699605,7cfe5c4b-5ef1-4a08-a069-cf85454e8ba6,Om Sai Logistics LLP,matched
181,5996.76,2726201.2093699602,1bd517c8-6e11-4331-97e8-d73b0bb2abc3,Om Sai Logistics Pvt Ltd,matched
182,23393.5,2749594.7093699602,d610b5dd-0053-475b-bdcc-50237f10f818,Om Sai Logistics Pvt Ltd,matched
183,23207.239999999998,2772801.9493699605,e9eec4a8-7ebf-4e1f-a7d4-a37ed9dc91e2,BlueStar Traders Ltd,partial
184,30927.8,2741874.1493699607,136962ca-7d20-4eb7-b9d1-464eff0d0241,Om Sai Logistics Pvt Ltd,matched
185,14338.18,2727535.9693699605,542bb013-cd45-4955-b0ef-8392849974a3,Apex Traders Ltd,matched
186,53941.34,2781477.3093699603,bb9cbb8d-8e70-4608-9441-eddaf2ba0dd8,Apex Tech Pvt Ltd,matched
187,24483.82,2756993.4893699605,c37d9441-11b4-4184-b930-9c290acb7a22,Apex Traders Ltd,matched
188,180392.5,2937385.9893699605,e83c6f65-f1f1-49ab-b9cf-4786b065c12d,BlueStar Solutions LLP,matched
189,19138.42,2956524.4093699604,29b2be2f-80bf-4112-86f3-a9e1253ab120,Global Logistics LLP,matched
190,23939.84,2980464.2493699603,61f4b17d-9588-4f67-958a-647f4c784b2f,Apex Traders LLP,matched
191,21109.78,2959354.4693699605,51006d0d-88e6-4404-af99-1d2ca5b2ed0d,Om Sai Logistics LLP,partial
192,29733.64,2989088.1093699606,e1001940-cefe-43cd-a22d-866d1d7560df,BlueStar Solutions LLP,matched
193,39357.72,3028445.829369961,ebbdd7c9-bff9-442b-8a64-6e67a2d4fda3,Green Tech Ltd,matched
195,45006.38,3073452.2093699607,98eaf50d-6e8c-487e-a8ce-dc1a6558f032,Shree Logistics Pvt Ltd,matched
196,5846.9,3067605.309369961,fbc76a5e-2ca8-4ae5-85d3-f09b2f98665d,Om Sai Logistics Pvt Ltd,matched
197,8191.5599999999995,3075796.869369961,be420320-3634-4d7a-af79-f6e7832d8531,Om Sai Enterprises Ltd,matched
198,7036.13587846795,3082833.005248429,30a907d4-11f5-4ff1-9e07-79c337c2e420,Global Tech LLP,matched
199,42936.66,3039896.3452484286,45b35cf2-0754-477c-8459-6a8a2a43d5ec,BlueStar Logistics Ltd,matched
200,5958.36,3033937.985248429,8362bead-a3a9-40fa-ae24-8042e390e157,Om Sai Logistics Ltd,partial
201,12601.22,3046539.205248429,51ca7545-80ec-4ef2-9ab5-9329f5b2ce01,BlueStar Traders Ltd,matched
203,32757.98,3013781.225248429,6ef1f806-d8c8-48f0-8954-cfd1a640f668,Apex Tech Ltd,matched
204,12399.56,3026180.785248429,87a2cec1-5873-4662-af2c-d6818a173351,Om Sai Logistics Pvt Ltd,partial
205,55313.68,2970867.105248429,c6c49edd-2620-452b-a827-70fa2f46df7f,BlueStar Traders LTD,matched
206,454488.8,3425355.9052484287,54ca350c-7fca-4f17-a8e6-515263a93e73,Om Sai Logistics LLP,matched
207,42078.8,3383277.105248429,c311becb-7f90-4e46-a43b-d72414871d02,Om Sai Logistics Pvt Ltd,matched
208,30315.78704819203,3413592.892296621,7e087acf-a965-4f36-8af5-79246449903a,Apex Enterprises Ltd,matched
209,32850.020000000004,3380742.872296621,38c99895-47a2-4284-9303-dfe3f70da5ea,Om Sai Logistics Pvt Ltd,matched
210,24725.72,3405468.5922966213,b5626875-3008-41a5-b15e-39bdb5e18d84,Apex Solutions Pvt Ltd,matched
211,51243.86,3354224.7322966214,d7f62728-873f-4cb7-b26e-b9bc3922e1cf,Green Enterprises Ltd,matched
212,6150.88,3348073.8522966215,85529062-cd96-407a-8ddc-028f3c71a754,Global Tech Pvt Ltd,partial
213,8316.64,3339757.2122966214,16a19dbd-80d9-4901-b943-f736efd887d6,BlueStar Solutions Pvt Ltd,matched
214,51920.0,3287837.2122966214,55ee43d1-625f-4da9-b617-7ece614291a5,Green Enterprises Pvt Ltd,matched
215,585313.04,2702524.1722966214,ba8de1dc-e74e-4283-91c1-f7c7a0b18728,BlueStar Traders Pvt Ltd,matched
217,32470.06,2734994.2322966214,06c0cd25-6294-4ed0-ae34-0b1758a8b823,Green Logistics Ltd,matched
218,183753.14,2551241.0922966213,a9754a16-62f0-4a71-97d7-52351c6946bb,Green Logistics Ltd,matched
219,41030.96,2510210.1322966213,eb486bcd-8336-4606-b355-d3b4750b824d,Shree Enterprises LLP,matched
220,31860.0,2542070.1322966213,eaec3c19-abe7-4975-97da-686e24d699bc,BlueStar Traders LLP,matched
221,5097.088789790746,2536973.0435068305,59c95e8c-1207-420a-9fc9-fecf8a0519ac,Global Tech LLP,matched
222,17827.44,2554800.4835068304,c7b45709-6c63-4936-ace2-2fd3351849db,BlueStar Solutions Ltd,matched
223,7362.02,2562162.5035068304,22e39c27-0293-472f-8dc3-c9df31f1f954,Green Enterprises Ltd,matched
224,43694.22,2518468.28350683,925994d7-d7bc-49df-8af0-3a66720f8f2e,BlueStar Solutions LLP,matched
225,27916.44,2490551.8435068303,92ef14a3-8a91-4f87-8bae-514b067bbb44,Om Sai Enterprises Ltd,matched
227,54280.0,2436271.8435068303,08c68766-53f7-44aa-b9aa-5a82eb67b09f,BlueStar Tech Pvt Ltd,matched
229,58646.0,2494917.8435068303,80fbd4bc-915e-481f-80f6-6d21a4f89413,BlueStar Enterprises LLP,matched
230,370240.33999999997,2124677.5035068304,2efa4a1b-e694-4cb5-8eca-35b6ec1f9d98,Apex Enterprises Ltd,matched
231,29239.22,2095438.2835068305,068a593f-3b9a-4ba3-9e6f-8c5b01ad477f,Green Logistics Pvt Ltd,matched
232,11779.0,2083659.2835068305,4d1fdd6f-6f82-4798-a76e-49dbf1ca5226,Apex Traders LLP,partial
233,58586.18,2025073.1035068305,c989133a-c041-4b6b-951d-94eead787373,Green Tech Ltd,partial
234,15744.74,2009328.3635068305,d0f07d4c-cb70-474a-8e9f-20cdfd31dbae,Om Sai Tech Ltd,matched
235,55537.88,1953790.4835068306,ba1f0db2-31b5-418b-a5b2-92ad90a1d493,Om Sai Logistics Pvt Ltd,matched
236,569655.62,1384134.8635068308,8d336988-2587-4dcf-a86e-25775adf3472,Om Sai Logistics Pvt Ltd,matched
237,50494.56,1434629.4235068308,ba7d0471-ee30-46e5-a596-1fb7ba8f5d28,BlueStar Solutions Ltd,matched
238,44265.34,1478894.763506831,97c7e4d2-b6f3-47b6-8a9a-02101a7ca913,Green Logistics Ltd,matched
239,51570.72,1427324.043506831,7ba83e99-1ccb-4bff-bf8b-c3da64f09788,Om Sai Logistics Ltd,matched
240,42408.020000000004,1384916.023506831,ded2e60e-4389-472a-a10d-fc8062060a58,Om Sai Traders LLP,matched
241,3890.46,1381025.563506831,c4be68ff-a367-4096-b51b-d8bd8c7f2ab6,Green Traders Ltd,matched
242,30590.32,1350435.243506831,512200ab-11e0-48ad-923c-f1a30936a503,Green Traders Ltd,matched
243,44252.36,1306182.8835068308,cbe85f26-0ace-4293-9229-c7330850e47b,Green Tech Ltd,matched
244,17558.4,1288624.4835068309,52a2af34-dd6f-4c7e-8508-b6879e207a3b,Apex Enterprises Ltd,matched
245,17700.0,1270924.4835068309,bce6d311-c721-4a81-a074-5f93d4441583,Green Logistics LLP,matched
246,41541.9,1312466.3835068308,926caf5a-bd27-47a2-9cd7-3419b7553b8b,Global Enterprises Ltd,matched
248,13938.16,1326404.5435068307,2f7a231f-88c9-4bd3-af45-9311d5794030,Om Sai Logistics Pvt Ltd,matched
249,22087.239999999998,1304317.3035068307,396c9b1b-2f63-43de-8d52-03aa1c11a7db,BlueStar Enterprises LLP,matched
250,33449.46,1270867.8435068307,a24584e1-5363-4d7b-a2ce-3a26b3fe6102,Global Tech Pvt Ltd,matched
251,617.14,1270250.7035068308,c9dc831e-7979-436c-b6ee-39db01b1e88e,BlueStar Enterprises LLP,matched
252,39614.96,1230635.743506831,b056787f-3b11-4068-84c7-0396e95f1265,BlueStar Traders LTD,matched
253,18487.06,1249122.803506831,fec12894-194e-42b6-8409-7343497e11da,Green Tech Ltd,matched
254,31513.08,1280635.883506831,fa3cfeea-71d5-44f3-af7b-4a230c09c6cc,Global Tech LLP,matched
255,37942.9,1242692.983506831,b145ee2a-ad23-4913-9b89-b8dbc4ed2bb8,Shree Enterprises LLP,matched
256,41996.2,1200696.7835068312,dcb9a993-1010-4415-b6a3-198218a47da8,Apex Solutions Pvt Ltd,matched
258,4531.2,1196165.5835068312,56175839-2097-4638-93c8-1bccd54c0146,Green Enterprises Ltd,matched
259,32333.18,1163832.4035068313,a72f5421-efdb-4fd1-a73a-fa622c13f643,Om Sai Traders Ltd,matched
260,7482.38,1156350.0235068314,3e46035a-eefc-4ba7-a6fd-a5701f41e55a,Shree Logistics Pvt Ltd,matched
261,58058.36,1214408.3835068315,f44affc5-ff86-41f5-90bb-239097468dda,Om Sai Logistics LLP,matched
262,12031.28,1226439.6635068315,927ec1a1-4a6b-4a78-91a2-b357679e2020,Global Solutions Pvt Ltd,matched
263,18811.56,1207628.1035068315,5f296116-c6c4-47ee-a99e-381e3f84078f,Global Logistics LLP,matched
264,57824.72,1265452.8235068314,e45858d6-1dcd-4400-b0b8-93e8dc793e1a,Global Solutions LLP,matched
265,16722.96,1248729.8635068315,d343bd41-ff66-4d54-b8b1-65a582e679c2,Apex Tech Ltd,matched
