transaction_id,timestamp,amount,source_entity,destination_entity
TXN60941,2024-08-12,1500.0,Admin Dept,Shell Venture
TXN61396,2024-12-08,901.01,Finance Dept,Shell Venture Co
TXN60212,2024-12-03,825.59,Operations,Pacific Trade
TXN60185,2024-11-10,100,Operations,Orion Tech Ltd
GHOST61492,2024-06-09,47759.16,Unknown,Ghost Vendor 02
TXN60218,2024-05-16,100,Procurement,Nexus Hold.
TXN60534,2024-01-17,100,Finance Dept,MetroSupplies
TXN60724,2024-12-12,4998.77,Exec Office,Shell Ventures LLC
TXN60685,2024-02-25,24999.42,Exec Office,Pacific Trade Co
TXN60016,2024-12-20,8023.81,Admin Dept,Summit Advisors
TXN60429,2024-10-30,100,Exec Office,Orion Tech
TXN60464,2024-02-02,724.66,Operations,NEXUS HOLDINGS
TXN60478,2024-01-12,100,Finance Dept,Metro Supply
TXN60323,2024-02-24,100,Admin Dept,Shell Venture
TXN60796,2024-12-28,4998.43,Exec Office,NEXUS HOLDINGS
TXN60962,2024-11-20,22453.59,Exec Office,Exec Office
TXN60950,2024-10-12,20000.0,Exec Office,Summit Advisory LLC
TXN60317,2024-08-13,100,Admin Dept,OrionTech
TXN60395,2024-09-24,100,Finance Dept,Alpha-Consulting
TXN60693,2024-04-12,4998.15,Operations,Orion Tech
TXN61262,2024-08-08,1060.58,Exec Office,Shell Ventures
TXN60548,2024-06-11,100,Procurement,SummitAdvisory
TXN60738,2024-12-12,999.64,Exec Office,Pacific Trade Ltd
TXN61406,2024-12-08,1007.06,Admin Dept,Shell Venture Co
TXN61338,2024-05-17,1021.8,Finance Dept,Shell Ventures
TXN60863,2024-08-15,2500.0,Finance Dept,Pacific Trade Ltd
TXN60915,2024-11-21,5000.0,Exec Office,Orion Tech Ltd
TXN60965,2024-02-04,43753.35,Exec Office,Exec Office
TXN60841,2024-04-16,2000.0,Exec Office,Shell Ventures LLC
TXN61393,2024-06-07,972.37,Operations,Shell Ventures Ltd
TXN60410,2024-02-19,100,Finance Dept,Summit Advisory
TXN60217,2024-03-16,100,Operations,Alpha Consult
TXN60551,2024-12-25,879.7,Operations,NEXUS HOLDINGS
TXN60413,2024-04-08,7945.47,Finance Dept,Shell Venture Co
TXN60237,2024-11-16,100,Finance Dept,Pacific-Trade
TXN60321,2024-01-13,8456.89,Operations,AlphaConsulting
TXN60079,2024-07-06,943.57,Exec Office,SummitAdvisory
TXN61096,2024-03-08,952.54,Finance Dept,Shell Venture
TXN60996,2024-06-20,13633.09,Finance Dept,Finance Dept
TXN60564,2024-05-07,100,Exec Office,Alpha Consult
TXN60377,2024-08-16,9999,Procurement,NEXUS HOLDINGS
TXN60710,2024-07-24,2499.9,Procurement,NEXUS HOLDINGS
TXN60613,2024-10-07,2499.1,Finance Dept,Pacific Trade
TXN60624,2024-02-19,2498.4,Exec Office,Alpha-Consulting
GHOST61471,2024-12-23,60806.64,Unknown,Ghost Vendor 08
TXN60786,2024-02-24,2499.02,Finance Dept,SummitAdvisory
TXN61161,2024-02-28,1089.46,Operations,Shell Ventures
TXN60073,2024-07-03,100,Admin Dept,Summit Advisary
TXN60689,2024-08-11,2499.82,Finance Dept,Pacific Trade
TXN60233,2024-07-05,851.18,Procurement,Pacific Trade Co
TXN60118,2024-09-01,9961.84,Exec Office,Shell Venture Co
TXN60050,2024-07-13,100,Procurement,Orion Tech Inc
TXN61156,2024-02-28,1143.51,Operations,Shell Ventures
TXN61359,2024-07-26,935.99,Admin Dept,Shell Venture Co
TXN60566,2024-11-19,796.21,Finance Dept,Summit Advisors
TXN60898,2024-05-10,1000.0,Exec Office,Shell Ventures
TXN60895,2024-04-15,20000.0,Admin Dept,Alpha-Consulting
TXN60933,2024-01-21,7500.0,Operations,Nexus Holdings
TXN60561,2024-06-14,100,Operations,Alpha-Consulting
TXN60622,2024-10-03,4998.19,Admin Dept,Summit Advisory
TXN60581,2024-03-22,100,Admin Dept,Metro Supplies
TXN60188,2024-05-20,100,Admin Dept,Pacific-Trade
TXN60753,2024-02-28,998.38,Operations,OrionTech
TXN60913,2024-06-24,5000.0,Finance Dept,Pacific Trade Ltd
TXN60971,2024-01-15,40128.44,Finance Dept,Finance Dept
TXN60193,2024-03-26,786.91,Finance Dept,Metro Supplies Co
TXN60600,2024-07-24,228.39,Exec Office,Summit Advisory
TXN61357,2024-07-26,1124.04,Admin Dept,Shell Venture Co
TXN60751,2024-10-09,4999.73,Operations,Pacific Trade Co
TXN60450,2024-01-04,9587.16,Finance Dept,AlphaConsulting
TXN61067,2024-05-13,950.56,Exec Office,Shell Ventures Ltd
TXN61129,2024-06-28,1180.19,Procurement,Shell Ventures Ltd
TXN61307,2024-01-04,1078.39,Exec Office,Shell Ventures LLC
TXN60979,2024-08-01,31991.98,Finance Dept,Finance Dept
TXN60203,2024-07-31,100,Procurement,Alpha Consult
TXN60431,2024-02-25,8503.65,Admin Dept,OrionTech
TXN61098,2024-03-08,1092.04,Finance Dept,Shell Venture
TXN61068,2024-05-13,1093.5,Exec Office,Shell Ventures Ltd
TXN60052,2024-04-21,700.28,Exec Office,Metro Supplies
TXN60772,2024-10-28,9999.97,Finance Dept,Summit Advisory
TXN60145,2024-03-20,100,Admin Dept,Shell Ventures
TXN60371,2024-02-09,9217.07,Operations,Alpha Consulting
TXN60319,2024-02-25,906.89,Admin Dept,SummitAdvisory
TXN60568,2024-11-17,100,Operations,Nexus Holdings Inc
TXN61055,2024-11-06,950.51,Procurement,Shell Venture
TXN60234,2024-02-27,843.41,Exec Office,Orion Tech Ltd
TXN60092,2024-08-16,775.81,Procurement,AlphaConsulting
TXN60619,2024-11-17,2498.29,Exec Office,Metro Supplies
TXN60893,2024-06-24,10000.0,Admin Dept,Shell Ventures LLC
TXN60823,2024-11-25,3000.0,Exec Office,Shell Ventures LLC
TXN61102,2024-02-04,1065.09,Procurement,Shell Ventures Ltd
TXN60838,2024-09-18,5000.0,Procurement,Shell Venture
TXN60833,2024-05-02,1000.0,Operations,NEXUS HOLDINGS
TXN61082,2024-11-13,970.87,Admin Dept,Shell Ventures
TXN60683,2024-04-03,999.76,Procurement,Shell Venture Co
TXN60151,2024-04-19,8858.94,Procurement,Orion Tech Ltd
TXN60019,2024-05-20,100,Exec Office,Orion Tech Ltd
TXN61452,2024-08-15,978.07,Admin Dept,Shell Ventures LLC
TXN61454,2024-08-15,958.88,Operations,Shell Ventures LLC
TXN61218,2024-03-05,1106.32,Exec Office,Shell Venture
TXN61233,2024-12-29,1186.29,Procurement,Shell Ventures LLC
TXN60271,2024-03-07,100,Exec Office,Pacific Trade Co
TXN60531,2024-04-04,970.67,Procurement,Nexus Holdingz
TXN61030,2024-05-16,32164.76,Procurement,Procurement
TXN60480,2024-07-07,9999,Admin Dept,Orion Tech
TXN60762,2024-08-14,2499.05,Exec Office,Shell Ventures Ltd
TXN60725,2024-01-05,998.42,Finance Dept,Shell Venture
TXN61170,2024-01-27,1164.22,Admin Dept,Shell Venture Co
TXN61038,2024-02-18,966.29,Procurement,Shell Venture
TXN60646,2024-01-01,998.62,Finance Dept,Nexus Holdings
TXN60924,2024-07-13,20000.0,Finance Dept,Orion Tech
TXN60207,2024-12-18,2107.92,Operations,Shell Ventures
TXN60196,2024-06-12,806.92,Finance Dept,Shell Ventures
TXN60455,2024-03-15,9104.92,Finance Dept,Alpha-Consulting
TXN60358,2024-02-29,763.46,Admin Dept,MetroSupplies
TXN60046,2024-09-11,3563.1,Admin Dept,Orion Tech Ltd
TXN61310,2024-01-04,1066.08,Exec Office,Shell Ventures LLC
TXN60918,2024-12-24,3000.0,Finance Dept,Pacific Trade Co
TXN60757,2024-12-06,999.68,Procurement,Summit Advisary
TXN61395,2024-12-08,1088.26,Exec Office,Shell Venture Co
GHOST61490,2024-03-18,68538.26,Unknown,Ghost Vendor 03
TXN61105,2024-09-25,1125.49,Exec Office,Shell Ventures Ltd
TXN60380,2024-06-21,100,Procurement,Pacific Trade Ltd
TXN60781,2024-10-30,4999.96,Admin Dept,AlphaConsulting
TXN61420,2024-11-09,1141.62,Exec Office,Shell Ventures
GHOST61470,2024-03-12,38316.6,Unknown,Ghost Vendor 07
TXN61191,2024-09-09,1041.36,Finance Dept,Shell Ventures
TXN61168,2024-01-27,931.95,Admin Dept,Shell Venture Co
TXN61060,2024-05-07,973.22,Finance Dept,Shell Ventures LLC
TXN60652,2024-11-14,2498.98,Procurement,Shell Venture
TXN60582,2024-04-25,8395.44,Operations,Shell Venture Co
TXN60939,2024-04-27,20000.0,Exec Office,Orion Tech Inc
GHOST61478,2024-01-16,58821.91,Unknown,Ghost Vendor 01
TXN60059,2024-08-03,100,Admin Dept,Metro Supplies
TXN60675,2024-07-18,2498.67,Operations,Nexus Hold.
TXN60942,2024-01-11,7500.0,Operations,MetroSupplies
TXN61439,2024-07-06,1042.12,Finance Dept,Shell Ventures LLC
TXN60304,2024-01-31,100,Operations,Alpha Consulting
TXN60617,2024-08-12,4999.5,Finance Dept,Orion Tech Ltd
TXN60043,2024-11-21,8092.12,Admin Dept,Pacific Trade Ltd
TXN60717,2024-02-25,4999.56,Admin Dept,Orion Tech Ltd
TXN60213,2024-04-18,100,Procurement,Shell Ventures Ltd
TXN60456,2024-09-25,8653.41,Procurement,Pacific Trade
TXN61263,2024-08-08,1181.98,Finance Dept,Shell Ventures
TXN61141,2024-09-20,1199.59,Admin Dept,Shell Ventures
TXN60974,2024-09-02,45837.86,Procurement,Procurement
TXN61335,2024-05-17,920.62,Exec Office,Shell Ventures
GHOST61486,2024-05-13,49483.71,Unknown,Ghost Vendor 10
TXN60262,2024-12-02,100,Admin Dept,AlphaConsulting
TXN60616,2024-01-07,9998.69,Admin Dept,AlphaConsulting
TXN61086,2024-02-04,1066.03,Operations,Shell Ventures
TXN60245,2024-08-09,100,Admin Dept,Nexus Holdings Inc
TXN60102,2024-08-06,8041.41,Finance Dept,NEXUS HOLDINGS
TXN60156,2024-02-09,9022.08,Exec Office,Nexus Holdings Inc
TXN60760,2024-06-13,2499.57,Finance Dept,Summit Advisors
TXN60013,2024-08-06,100,Admin Dept,Summit Advisors
TXN60910,2024-12-14,1000.0,Admin Dept,Nexus Hold.
TXN60411,2024-06-19,938.5,Exec Office,Shell Venture
TXN61002,2024-10-10,37067.95,Finance Dept,Finance Dept
TXN60086,2024-05-18,100,Operations,Alpha-Consulting
TXN60491,2024-10-31,7599.15,Operations,Pacific-Trade
TXN61198,2024-01-21,1136.86,Procurement,Shell Venture Co
TXN61336,2024-05-17,901.2,Procurement,Shell Ventures
TXN60012,2024-11-29,7186.94,Admin Dept,Nexus Holdings Inc
TXN61349,2024-04-06,957.74,Exec Office,Shell Ventures Ltd
TXN61029,2024-04-22,15830.61,Finance Dept,Finance Dept
TXN61006,2024-11-02,16116.22,Procurement,Procurement
TXN60932,2024-03-30,1000.0,Exec Office,Orion Tech Inc
TXN61365,2024-10-21,1024.01,Operations,Shell Ventures
TXN60887,2024-03-30,20000.0,Operations,Metro Supply
TXN61219,2024-03-05,971.78,Procurement,Shell Venture
TXN60660,2024-10-06,998.66,Operations,Metro Supplies
TXN60057,2024-02-25,921.71,Exec Office,Pacific-Trade
TXN61389,2024-09-17,980.3,Operations,Shell Venture
TXN61465,2024-11-06,972.45,Exec Office,Shell Venture Co
TXN60294,2024-04-28,846.37,Finance Dept,Pacific Trade
TXN60042,2024-05-26,9166.65,Procurement,OrionTech
TXN60953,2024-04-13,6789.01,Procurement,Procurement
GHOST61488,2024-10-03,46225.08,Unknown,Ghost Vendor 19
TXN60121,2024-02-26,893.09,Finance Dept,Pacific Trd
TXN60155,2024-12-22,793.48,Exec Office,Nexus Holdings
TXN60143,2024-07-06,920.03,Admin Dept,Metro Supplies Co
TXN60594,2024-10-24,100,Admin Dept,Summit Advisory LLC
TXN60530,2024-02-04,827.18,Finance Dept,Alpha-Consulting
TXN60021,2024-07-26,100,Exec Office,Nexus Hold.
TXN60385,2024-03-12,7935.92,Exec Office,Orion Tech Inc
TXN61084,2024-02-04,1145.19,Admin Dept,Shell Ventures
TXN60880,2024-12-19,2500.0,Admin Dept,Pacific Trade
TXN61373,2024-07-07,1046.97,Operations,Shell Ventures LLC
TXN61058,2024-05-07,1013.83,Procurement,Shell Ventures LLC
TXN60982,2024-05-23,17482.52,Finance Dept,Finance Dept
TXN60597,2024-05-29,100,Operations,Alpha Consult
TXN61031,2024-10-09,945.51,Exec Office,Shell Ventures LLC
GHOST61497,2024-02-15,27865.36,Unknown,Ghost Vendor 11
TXN61438,2024-07-06,1150.09,Admin Dept,Shell Ventures LLC
TXN60610,2024-03-15,24998.16,Procurement,Pacific Trade Co
TXN60361,2024-07-29,8818.68,Operations,Summit Advisory
TXN60719,2024-12-03,2499.56,Exec Office,Nexus Holdings
TXN60821,2024-11-17,5000.0,Exec Office,Shell Venture
TXN60355,2024-11-22,8034.95,Exec Office,Pacific Trade
TXN60108,2024-06-12,100,Admin Dept,AlphaConsulting
TXN60896,2024-02-27,5000.0,Finance Dept,Metro Supply
TXN60179,2024-12-03,100,Procurement,Pacific Trade Co
TXN60474,2024-10-01,808.25,Operations,OrionTech
TXN61224,2024-08-30,1003.53,Finance Dept,Shell Ventures
TXN61033,2024-10-09,951.55,Procurement,Shell Ventures LLC
TXN60892,2024-08-18,3000.0,Operations,Orion Tech
TXN60446,2024-01-07,100,Finance Dept,Metro Supplies
GHOST61498,2024-05-20,29025.61,Unknown,Ghost Vendor 17
TXN61295,2024-09-24,931.07,Exec Office,Shell Venture Co
TXN60570,2024-04-05,885.14,Operations,Summit Advisary
TXN60526,2024-05-23,9999,Procurement,Pacific Trade
TXN61441,2024-07-06,1059.91,Procurement,Shell Ventures LLC
TXN61324,2024-01-12,1008.76,Finance Dept,Shell Ventures
TXN60975,2024-09-17,47722.46,Procurement,Procurement
TXN61244,2024-05-20,1166.88,Exec Office,Shell Venture Co
TXN60023,2024-11-02,100,Finance Dept,Nexus Hold.
TXN60020,2024-06-01,100,Procurement,MetroSupplies
TXN60777,2024-08-26,2499.9,Operations,Metro Supply
TXN60097,2024-01-07,100,Finance Dept,Alpha Consulting LLC
TXN61207,2024-02-19,1099.5,Procurement,Shell Ventures Ltd
TXN60028,2024-05-01,781.98,Finance Dept,Shell Ventures LLC
TXN61073,2024-07-05,915.02,Finance Dept,Shell Ventures
TXN60405,2024-10-27,100,Admin Dept,Shell Ventures
