transaction_id,timestamp,amount,source_entity,destination_entity
TXN19103,2024-04-21,100,Procurement,Global Supplies
TXN11248,2024-07-05,89308.15,HR Dept,TechNova L.T.D.
TXN10748,2024-06-26,3523.46,IT Dept,Delta Systems
TXN10250,2024-01-22,1036.98,Legal Dept,TechNova Ltd
TXN10848,2024-01-07,200.0,Legal Dept,TechNova L.T.D.
TXN10825,2024-03-15,768.85,HR Dept,QuickFix IT Solutions
TXN10618,2024-10-23,6924.37,HR Dept,Apex Holdings Ltd
TXN10161,2024-05-31,200,Finance Dept,Delta Systems
TXN11241,2024-08-30,104142.67,Procurement,TechNova
TXN10184,2024-02-11,200,Finance Dept,Northern Trade Co
TXN11325,2024-05-23,199.9,HR Dept,Apex Holdings Ltd
TXN11315,2024-10-01,2543.75,IT Dept,Apex Holdings Ltd
TXN10610,2024-06-18,882.53,Legal Dept,QuickFixIT
TXN10815,2024-12-04,200,Finance Dept,QuickFix I.T.
TXN11010,2024-03-05,200,IT Dept,GlobalSupplies
TXN10702,2024-04-23,6925.86,Finance Dept,TechNova L.T.D.
TXN11150,2024-08-12,34051.55,Finance Dept,ABC Corp
TXN10398,2024-10-25,4800.0,Admin Dept,Global Supplies
TXN11359,2024-06-27,199.9,Admin Dept,TechNova Ltd
TXN11346,2024-02-20,230.94,Operations,QuickFixIT
TXN19040,2024-10-18,463.35,Admin Dept,ABC Corp
TXN10789,2024-06-14,384.49,Procurement,QuickFix IT Solutions
TXN10635,2024-10-26,200,HR Dept,TechNova
TXN10433,2024-09-20,200,Finance Dept,QuickFix I.T.
TXN11186,2024-07-12,49240.57,HR Dept,TechNova Ltd
TXN10158,2024-04-27,8000,Legal Dept,Summit Group
TXN10918,2024-05-28,342.1,Legal Dept,TechNova Inc
TXN19028,2024-07-28,765.66,Finance Dept,BlueWave Media
TXN10412,2024-12-09,200,Finance Dept,TechNova L.T.D.
TXN10269,2024-10-09,1026.28,IT Dept,QuickFixIT
TXN10988,2024-01-09,200,Procurement,A.B.C. Corp
TXN10995,2024-12-29,200,Finance Dept,Global Supplies Ltd
TXN19029,2024-09-13,100,Procurement,Summit Group
TXN11027,2024-09-08,200,IT Dept,Global Supplies Ltd
TXN10951,2024-07-18,200,IT Dept,Apex Holdings Ltd
TXN11238,2024-09-26,47049.8,HR Dept,TechNova Inc
TXN10452,2024-05-02,200,Finance Dept,Summit Group
TXN10197,2024-09-28,3069.59,Finance Dept,A.B.C. Corp
TXN10835,2024-10-31,4720.2,Procurement,GlobalSupplies
TXN10792,2024-04-19,200,IT Dept,Tech Nova
TXN19033,2024-07-08,919.4,Finance Dept,Apex Holdings
TXN10586,2024-02-24,200,IT Dept,ABC Corp Ltd
TXN10434,2024-02-17,545.47,Admin Dept,ABC Corp
TXN11281,2024-06-25,7.35,IT Dept,Delta Systems
TXN11002,2024-04-14,200,HR Dept,Pacific Services
TXN10123,2024-05-19,8000,Procurement,QuickFix I.T.
TXN10235,2024-03-04,355.45,Legal Dept,Global Supply Co.
TXN11246,2024-07-07,53846.93,HR Dept,TechNova L.T.D.
TXN10533,2024-03-26,200,HR Dept,Metro Vendors
TXN10493,2024-11-10,200,HR Dept,ABC Corporation
TXN10113,2024-02-28,200,Legal Dept,Global Supplies
TXN10680,2024-03-01,321.15,IT Dept,Apex Holdings
TXN11116,2024-07-05,55132.51,Legal Dept,TechNova Ltd
TXN19101,2024-01-13,100,IT Dept,Zenith Logistics
TXN10078,2024-05-06,200,IT Dept,BlueWave Media
TXN10845,2024-06-20,8000.0,HR Dept,Delta Systems
TXN19055,2024-06-30,184.66,Procurement,ABC Corp
TXN11239,2024-07-17,57219.53,Admin Dept,Tech Nova
TXN11364,2024-11-23,199.99,Procurement,TechNova Inc
TXN10100,2024-06-14,1464.87,Admin Dept,TechNova L.T.D.
TXN10854,2024-10-14,200,Admin Dept,GlobalSupplies
TXN10645,2024-01-04,200,Admin Dept,Global Supplies Ltd
TXN10167,2024-12-11,558.46,IT Dept,ABC Corp Ltd
TXN10500,2024-07-17,200,Admin Dept,Pacific Services
TXN10730,2024-09-21,200,Legal Dept,Apex Holdings LLC
TXN11229,2024-08-07,95022.44,Admin Dept,TechNova L.T.D.
TXN10013,2024-06-10,6267.74,Admin Dept,Northern Trade Co
TXN10904,2024-10-08,4847.64,Finance Dept,Quick Fix IT
TXN11032,2024-03-02,3868.35,Operations,Apex Holdings Ltd
TXN10747,2024-10-29,8000,Admin Dept,TechNova
TXN10039,2024-10-04,4154.8,Finance Dept,GlobalSupplies
TXN10944,2024-05-08,800.0,Admin Dept,Zenith Logistics
TXN19070,2024-06-10,100,HR Dept,TechNova
TXN10376,2024-07-18,200,Admin Dept,Orion Consulting
TXN10936,2024-04-21,200,Admin Dept,Apex Hold.
TXN10232,2024-10-19,2903.97,Procurement,Metro Vendors
TXN10055,2024-03-24,2973.84,HR Dept,Pacific Services
TXN11214,2024-09-27,41314.86,Operations,Tech Nova
TXN11213,2024-07-02,26701.95,Operations,ABC Corporation
TXN11073,2024-07-12,200,Operations,GlobalSupplies
TXN10021,2024-11-23,200,Procurement,TechNova Inc
TXN10333,2024-02-07,5300.0,HR Dept,GlobalSupplies
TXN10044,2024-02-07,200,IT Dept,Delta Systems
TXN10993,2024-01-29,200,IT Dept,Zenith Logistics
TXN10617,2024-08-09,1004.34,Admin Dept,Delta Systems
TXN10222,2024-05-25,606.59,Procurement,QuickFix I.T.
TXN10893,2024-02-24,200,Procurement,Summit Group
TXN10335,2024-11-24,8000,Legal Dept,ABC Corp.
TXN10881,2024-05-19,200,Procurement,ABC Corp Ltd
TXN10028,2024-04-27,200,Admin Dept,Global Supplies Ltd
TXN10145,2024-08-28,200,HR Dept,A.B.C. Corp
TXN10561,2024-05-31,268.08,Procurement,Global Supplies
TXN10163,2024-09-03,383.05,Legal Dept,Metro Vendors
TXN11182,2024-07-17,55866.97,Procurement,TechNova Inc
TXN19080,2024-06-15,487.63,Admin Dept,Global Supplies
TXN10075,2024-01-26,200,Admin Dept,QuickFixIT
TXN10129,2024-07-24,200,IT Dept,Apex Hold.
TXN10966,2024-12-21,200,IT Dept,QuickFix IT Solutions
TXN10023,2024-06-06,848.86,IT Dept,Northern Trade Co
TXN10607,2024-11-30,2447.07,Operations,Zenith Logistics
TXN10457,2024-10-02,3423.58,Procurement,Global Supplies Ltd
TXN11097,2024-07-27,200,Finance Dept,Northern Trade Co
TXN10421,2024-01-17,200,HR Dept,TechNova Inc
TXN10060,2024-05-22,200,Finance Dept,Metro Vendors
TXN10861,2024-04-02,4519.71,Operations,Summit Group
